check_id,family,section,condition,result,evidence,owner,notes
SRC-013,SRC,Test source intake and evidence preparation,"Reject archive traversal, absolute paths, symlinks, duplicate members, decompression bombs, nested archive bombs, and excessive member counts",OPEN,junit:caos.tests.spec.test_misc_spec::test_source_route_admission_refusals_reach_the_wire,decision owner (new candidate),"Proven over the wire: a PK-prefixed upload with a '../' member and a 20 MB/ratio decompression bomb are 422 (validate_archive: traversal, expanded size, ratio). Guards for absolute paths and member count exist in code but no test drives them; symlink members, duplicate members and nested archive bombs are not checked at all (the archive guard inspects one level of the zip directory). The test also asserts only the status, not the typed detail."
SRC-014,SRC,Test source intake and evidence preparation,Run malware scanning when configured and fail closed when the scanner is unavailable in the enterprise profile,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_028_an_unreachable_malware_scanner_refuses_the_upload_with_an_actionable_status; junit:caos.tests.test_source_ingestion::test_eicar_content_is_rejected; junit:caos.tests.spec.test_intake_spec::test_one_refused_file_refuses_the_whole_pack_and_admits_nothing[bad_file3-422]; junit:caos.tests.spec.test_misc_spec::test_source_route_admission_refusals_reach_the_wire; junit:caos.tests.spec.test_limits_spec::test_source_size_ceiling_below_at_and_above_refuses_before_scan_or_vault,,"In the production profile the configured clamd is contacted before any vault write and an unreachable scanner is a 503 naming the scanner with no source row and no vault byte (fail closed); the EICAR marker is refused at the helper, the source route and the intake; the scan runs after the size ceiling and before the vault. Weak point: the clamd 'FOUND' response path is exercised by no retained test (only the in-process EICAR marker and the unreachable path); the 'not configured' 503 branch is also untested."
SRC-015,SRC,Test source intake and evidence preparation,Keep source roots immutable and store derivatives in a controlled workspace,PASS,junit:caos.tests.test_source_ingestion::test_existing_source_vault_corruption_is_never_reused_or_read; junit:caos.tests.test_store::test_source_set_id_pins_immutable_membership; junit:caos.tests.spec.test_http_contracts_spec::test_withdrawn_source_detail_remains_retrievable_with_strict_public_shape; junit:caos.tests.spec.test_runs_spec::test_gate_exit_pins_exact_current_source_set_and_later_uploads_do_not_move_it; artifact:gates/scans/images.txt,,"Source bytes are content-addressed under the vault: put() refuses to overwrite an existing digest with different bytes ('existing source identity mismatch'), verify()/read_source_bytes fail closed on tamper; withdrawal is a flag and the row stays retrievable; source-set membership is immutable and the pin never moves. Derivatives (blocks) live on the source row in the store, and the image carries only the tracked tree. Weak point: no test asserts a write-protection mechanism on the vault file itself, only that any change is detected and refused."
SRC-016,SRC,Test source intake and evidence preparation,Verify source bytes before and after preparation,PASS,junit:caos.tests.test_source_ingestion::test_existing_source_vault_corruption_is_never_reused_or_read; junit:caos.tests.spec.test_runs_spec::test_acceptance_rejects_corrupted_uploaded_source_bytes; junit:caos.tests.spec.test_loan_universe_spec::test_import_rejects_vault_bytes_that_do_not_match_the_source_digest; junit:caos.tests.spec.test_runs_spec::test_acceptance_rejects_source_content_changed_without_a_new_source_set,,"Before: prepare_upload hashes the received bytes and Vault.put verifies the digest of what it writes. After: the gate node and acceptance re-verify vault bytes (AGENT_AUTHORITY_MISMATCH on tamper), the loan import re-hashes vault bytes against the source digest (RV_SOURCE_INTEGRITY_MISMATCH) and changed stored blocks without a new set are refused."
SRC-017,SRC,Test source intake and evidence preparation,"Preserve page, slide, sheet, row, cell, clause, and block locators through extraction",OPEN,junit:caos.tests.test_source_ingestion::test_over_wide_line_is_split_into_bounded_blocks_rather_than_refused; junit:caos.tests.test_source_ingestion::test_large_document_keeps_block_count_inside_the_run_manifest_ceiling; junit:caos.tests.spec.test_loan_universe_spec::test_visible_rows_map_with_source_units_and_locators_while_hidden_sheets_never_appear; junit:caos.tests.spec.test_loan_universe_spec::test_duplicate_rows_collapse_and_preserve_every_locator,decision owner (new candidate),"Proven: line, line-range and line-part locators for text-shaped sources; {sheet, row} locators for the loan-universe importer, preserved through duplicate collapse. Not preserved by the extractor: PDF page locators (pages are joined with newlines and packed by line), XLSX sheet/row/cell locators on general sources (the '[sheet:name]' marker is a text line, the locator is a line number), clause locators; slides are not a supported type. No retained test asserts page, cell or clause locators."
SRC-018,SRC,Test source intake and evidence preparation,Prove every prepared representation maps to one original source digest,PASS,junit:caos.tests.spec.test_runs_spec::test_acceptance_rejects_source_content_changed_without_a_new_source_set; junit:caos.tests.spec.test_source_complete_modelling_spec::test_corrupting_a_bound_source_revokes_the_model_before_any_use; junit:caos.tests.spec.test_loan_universe_spec::test_identical_workbook_bytes_yield_identical_universe_digest; junit:caos.tests.spec.test_loan_universe_spec::test_import_rejects_vault_bytes_that_do_not_match_the_source_digest; junit:caos.tests.spec.test_loan_universe_spec::test_cp3_artifact_binds_the_pinned_normalized_loan_universe; junit:caos.tests.spec.test_evidence_spec::test_returned_rows_carry_provenance_and_the_delivered_set_is_the_citation_contract,,Blocks live on the source row keyed to its sha256 and any drift between stored blocks and the pinned digest is refused at acceptance and at model readiness; the normalized loan universe is a deterministic digest of the workbook bytes and is refused when vault bytes no longer match the source digest; delivered evidence rows carry source provenance.
SRC-019,SRC,Test source intake and evidence preparation,Enforce one active content representation per retained logical source,PASS,junit:caos.tests.test_source_ingestion::test_duplicate_active_content_rejected_and_withdrawal_reopens; junit:caos.tests.test_postgres_races::test_duplicate_upload_race_admits_one_active_source_and_one_set_version; junit:caos.tests.spec.test_loan_universe_spec::test_new_import_supersedes_the_prior_active_and_keeps_exactly_one_active; junit:caos.tests.spec.test_intake_spec::test_exact_duplicates_within_a_pack_collapse_without_losing_the_name,,Identical active bytes are 409 until withdrawal; two concurrent identical uploads on independent PostgreSQL connections admit one active source and one set version; the loan universe keeps exactly one ACTIVE representation per case; in-pack duplicates collapse to one source id.
SRC-020,SRC,Test source intake and evidence preparation,"Keep every base legal document, amendment, waiver, and supplement separately active and linked",OPEN,junit:caos.tests.spec.test_intake_spec::test_amendments_stay_separately_active_and_linked_to_the_base_agreement; junit:caos.tests.spec.test_intake_spec::test_host_classification_selects_each_pathway_from_the_documents_alone[covenant_refinancing],decision owner (new candidate),"Proven: a credit agreement and its amendment are both admitted 'used' in one set and the amendment is classified document_type 'amendment' / version_status 'amendment'. Not proven: no link to the base agreement is asserted or carried on the wire (DOCUMENT_KEYS has no base/link field despite the test name), and waivers and supplements have no fixture."
SRC-021,SRC,Test source intake and evidence preparation,Collapse exact active duplicates without losing original names or locators,PASS,junit:caos.tests.spec.test_intake_spec::test_exact_duplicates_within_a_pack_collapse_without_losing_the_name; junit:caos.tests.spec.test_intake_spec::test_redropping_the_pack_with_one_new_file_admits_only_what_is_new; junit:caos.tests.spec.test_loan_universe_spec::test_duplicate_rows_collapse_and_preserve_every_locator; junit:caos.tests.spec.test_loan_universe_spec::test_bloomberg_alias_reconciles_a_missing_figi_before_duplicate_collapse,,"The duplicate manifest row keeps its own filename and shares the original's source id (one source, both names); re-dropped members read 'duplicate' against the existing rows; workbook duplicates collapse to one instrument carrying every sheet/row locator."
SRC-022,SRC,Test source intake and evidence preparation,Reject conflicting duplicates and identifier mappings with structured findings,PASS,junit:caos.tests.spec.test_intake_spec::test_conflicting_duplicate_filenames_are_refused_with_structured_findings; junit:caos.tests.spec.test_loan_universe_spec::test_conflicting_duplicates_and_identifier_mappings_reject_the_candidate; junit:caos.tests.spec.test_loan_universe_spec::test_invalid_import_returns_structured_findings_and_preserves_prior_active_universe; junit:caos.tests.spec.test_http_contracts_spec::test_distinct_duplicate_note_promotion_is_a_structured_source_conflict; junit:caos.tests.spec.test_source_complete_modelling_spec::test_a_conflicting_document_refuses_the_whole_pack_and_admits_nothing,,Same filename with different bytes is INTAKE_SOURCE_CONFLICT with one finding per file and nothing admitted; conflicting workbook duplicates and identifier mappings are RV_DUPLICATE_CONFLICT / RV_ID_CONFLICT findings that reject the candidate and preserve the prior active universe.
SRC-023,SRC,Test source intake and evidence preparation,Reupload withdrawn bytes as a new source identity and a later source-set version,PASS,junit:caos.tests.test_source_ingestion::test_duplicate_active_content_rejected_and_withdrawal_reopens; junit:caos.tests.test_store::test_promotion_after_withdrawal_mints_new_identity_without_resurrection; junit:caos.tests.test_postgres_races::test_upload_and_withdrawal_interleave_yield_monotonic_history_under_both_orders[a]; junit:caos.tests.test_postgres_races::test_upload_and_withdrawal_interleave_yield_monotonic_history_under_both_orders[b],,After withdrawal (set v2) the same bytes are admitted as a new source id at set v3 whose membership is only the new id; promotion after withdrawal mints a new identity rather than resurrecting the old row; interleavings on two PostgreSQL connections keep the version history monotonic.
